client_id,tag,region,region1,region2,pod,CA,RM,review_cawb,SG,layer
3158,P,South,South-West,Zone-E,Pod-2,CA-25,RM-19,2023-04-22,SG-20,L1
3159,P,South,South-East,Zone-E,Pod-2,CA-37,RM-42,2025-05-29,SG-14,L3
3160,U,West,West-South,Zone-C,Pod-8,CA-03,RM-18,2022-04-12,SG-14,L1
3161,U,North,North-West,Zone-B,Pod-4,CA-37,RM-02,2025-04-25,SG-10,L1
3162,G,North,North-West,Zone-C,Pod-9,CA-34,RM-03,2024-04-04,SG-11,L3
3163,P,North,North-East,Zone-D,Pod-5,CA-18,RM-21,2024-04-30,SG-25,L2
3164,P,West,West-North,Zone-E,Pod-1,CA-26,RM-20,2024-10-08,SG-23,L2
3165,G,West,West-Central,Zone-A,Pod-1,CA-15,RM-04,2025-06-19,SG-01,L1
3166,G,North,North-West,Zone-D,Pod-6,CA-35,RM-01,2022-06-30,SG-23,L1
3167,U,East,East-North,Zone-A,Pod-2,CA-17,RM-22,,SG-23,L3
3168,U,West,West-South,Zone-B,Pod-2,CA-09,RM-21,2025-04-09,SG-05,L3
3169,P,West,West-Central,Zone-D,Pod-4,CA-37,RM-31,2024-12-04,SG-22,L2
3170,U,East,East-South,Zone-D,Pod-2,CA-23,RM-36,2023-06-25,SG-08,L3
3171,U,South,South-Central,Zone-A,Pod-1,CA-14,RM-01,,SG-22,L1
3172,G,West,West-South,Zone-B,Pod-10,CA-49,RM-34,2023-11-29,SG-17,L2
3173,G,East,East-Central,Zone-D,Pod-3,CA-15,RM-24,2024-10-30,SG-13,L2
3174,U,South,South-West,Zone-B,Pod-3,CA-44,RM-20,,SG-19,L3
3175,G,North,North-East,Zone-D,Pod-1,CA-30,RM-12,2022-08-14,SG-09,L1
3176,G,West,West-Central,Zone-E,Pod-9,CA-06,RM-23,2023-06-28,SG-14,L1
3177,G,South,South-West,Zone-E,Pod-8,CA-18,RM-24,2023-11-15,SG-04,L1
3178,U,West,West-Central,Zone-D,Pod-3,CA-39,RM-18,2023-01-23,SG-17,L3
3179,P,West,West-Central,Zone-D,Pod-4,CA-08,RM-15,2022-04-13,SG-04,L1
3180,G,North,North-Central,Zone-C,Pod-5,CA-15,RM-40,2024-12-25,SG-23,L3
3181,P,West,West-South,Zone-D,Pod-5,CA-32,RM-14,2026-02-12,SG-06,L1
3182,P,East,East-Central,Zone-C,Pod-1,CA-07,RM-12,2023-08-13,SG-17,L3
3183,G,West,West-Central,Zone-C,Pod-3,CA-21,RM-44,2025-11-09,SG-03,L1
3184,P,South,South-West,Zone-D,Pod-8,CA-28,RM-22,2022-01-27,SG-01,L1
3185,P,East,East-North,Zone-B,Pod-6,CA-31,RM-38,2022-01-20,SG-01,L2
3186,G,South,South-West,Zone-A,Pod-10,CA-44,RM-19,,SG-08,L3
3187,U,South,South-East,Zone-A,Pod-8,CA-32,RM-48,2026-02-16,SG-12,L3
3188,G,East,East-Central,Zone-D,Pod-6,CA-20,RM-46,2024-07-28,SG-11,L3
3189,P,West,West-North,Zone-C,Pod-1,CA-10,RM-27,2026-01-31,SG-08,L3
3190,P,South,South-West,Zone-D,Pod-7,CA-24,RM-14,,SG-24,L1
3191,P,South,South-West,Zone-A,Pod-9,CA-29,RM-34,2025-07-07,SG-06,L2
3192,U,East,East-South,Zone-D,Pod-4,CA-03,RM-38,2023-07-20,SG-17,L3
3193,P,East,East-Central,Zone-A,Pod-6,CA-19,RM-08,2024-07-20,SG-01,L2
3194,P,South,South-West,Zone-B,Pod-9,CA-43,RM-11,2023-08-17,SG-10,L2
3195,G,East,East-North,Zone-C,Pod-4,CA-19,RM-38,,SG-04,L1
3196,G,West,West-South,Zone-A,Pod-1,CA-17,RM-09,2025-09-14,SG-12,L2
3197,G,South,South-East,Zone-C,Pod-7,CA-38,RM-06,2026-02-10,SG-10,L1
3198,P,North,North-West,Zone-C,Pod-7,CA-28,RM-26,2025-10-21,SG-04,L2
3199,P,East,East-Central,Zone-C,Pod-6,CA-38,RM-09,2024-06-11,SG-22,L1
